Archivo,Parametro_Analizado,Ancho_Pulso,Tipo_Variable_X,Grupo,Valor_X,Valor_Y
Analisis_Rv.xlsx,Rv,200 ns,Dens,P50,0.5092958178940651,1.997
Analisis_Rv.xlsx,Rv,200 ns,Dens,P70,0.713014145051691,5.7005
Analisis_Rv.xlsx,Rv,200 ns,Dens,P30,0.305577490736439,1.357
Analisis_Rv.xlsx,Rv,200 ns,Dens,P50,0.5092958178940651,1.794
Analisis_Rv.xlsx,Rv,200 ns,Dens,P70,0.713014145051691,1.865
Analisis_Rz.xlsx,Rz,100 ns,Solap,P30,80.0,2.332
Analisis_Rz.xlsx,Rz,100 ns,Solap,P50,80.0,2.4955
Analisis_Rz.xlsx,Rz,100 ns,Solap,P70,80.0,1.974
Analisis_Rz.xlsx,Rz,100 ns,Solap,P30,88.0,2.3815
Analisis_Rz.xlsx,Rz,100 ns,Solap,P50,88.0,5.656499999999999
Analisis_Rz.xlsx,Rz,100 ns,Solap,P70,88.0,1.9055
Analisis_Rz.xlsx,Rz,100 ns,Solap,P30,90.0,5.653
Analisis_Rz.xlsx,Rz,100 ns,Solap,P50,90.0,2.253
Analisis_Rz.xlsx,Rz,100 ns,Solap,P70,90.0,5.762
Analisis_Rz.xlsx,Rz,100 ns,Solap,P30,93.33333333333333,3.3355
Analisis_Rz.xlsx,Rz,100 ns,Solap,P50,93.33333333333333,3.7995
Analisis_Rz.xlsx,Rz,100 ns,Solap,P70,93.33333333333333,3.218
Analisis_Rz.xlsx,Rz,100 ns,Solap,P30,94.0,16.2865
Analisis_Rz.xlsx,Rz,100 ns,Solap,P50,94.0,3.25
Analisis_Rz.xlsx,Rz,100 ns,Solap,P70,94.0,8.9085
Analisis_Rz.xlsx,Rz,100 ns,Solap,P30,96.0,15.6175
Analisis_Rz.xlsx,Rz,100 ns,Solap,P50,96.0,15.1165
Analisis_Rz.xlsx,Rz,100 ns,Solap,P70,96.0,26.317
Analisis_Rz.xlsx,Rz,100 ns,Solap,P30,96.0,17.1065
Analisis_Rz.xlsx,Rz,100 ns,Solap,P50,96.0,18.491
Analisis_Rz.xlsx,Rz,100 ns,Solap,P70,96.0,6.183
Analisis_Rz.xlsx,Rz,100 ns,Solap,P30,98.0,11.392
Analisis_Rz.xlsx,Rz,100 ns,Solap,P50,98.0,37.595
Analisis_Rz.xlsx,Rz,100 ns,Solap,P70,98.0,16.756
Analisis_Rz.xlsx,Rz,100 ns,Solap,P30,98.66666666666667,14.152
Analisis_Rz.xlsx,Rz,100 ns,Solap,P50,98.66666666666667,23.589
Analisis_Rz.xlsx,Rz,100 ns,Solap,P70,98.66666666666667,27.8235
Analisis_Rz.xlsx,Rz,100 ns,Dens,P30,0.101859163578813,14.152
Analisis_Rz.xlsx,Rz,100 ns,Dens,P50,0.169765272631355,23.589
Analisis_Rz.xlsx,Rz,100 ns,Dens,P70,0.237671381683897,27.8235
Analisis_Rz.xlsx,Rz,100 ns,Dens,P30,0.101859163578813,17.1065
Analisis_Rz.xlsx,Rz,100 ns,Dens,P50,0.169765272631355,18.491
Analisis_Rz.xlsx,Rz,100 ns,Dens,P70,0.237671381683897,6.183
Analisis_Rz.xlsx,Rz,100 ns,Dens,P30,0.101859163578813,3.3355
Analisis_Rz.xlsx,Rz,100 ns,Dens,P50,0.169765272631355,3.7995
Analisis_Rz.xlsx,Rz,100 ns,Dens,P70,0.237671381683897,3.218
Analisis_Rz.xlsx,Rz,100 ns,Dens,P30,0.1527887453682195,11.392
Analisis_Rz.xlsx,Rz,100 ns,Dens,P50,0.2546479089470325,37.595
Analisis_Rz.xlsx,Rz,100 ns,Dens,P70,0.3565070725258455,16.756
Analisis_Rz.xlsx,Rz,100 ns,Dens,P30,0.1527887453682195,16.2865
Analisis_Rz.xlsx,Rz,100 ns,Dens,P50,0.2546479089470325,3.25
Analisis_Rz.xlsx,Rz,100 ns,Dens,P70,0.3565070725258455,8.9085
Analisis_Rz.xlsx,Rz,100 ns,Dens,P30,0.1527887453682195,5.653
Analisis_Rz.xlsx,Rz,100 ns,Dens,P50,0.2546479089470325,2.253
Analisis_Rz.xlsx,Rz,100 ns,Dens,P70,0.3565070725258455,5.762
Analisis_Rz.xlsx,Rz,100 ns,Dens,P30,0.305577490736439,15.6175
Analisis_Rz.xlsx,Rz,100 ns,Dens,P50,0.5092958178940651,15.1165
Analisis_Rz.xlsx,Rz,100 ns,Dens,P70,0.713014145051691,26.317
Analisis_Rz.xlsx,Rz,100 ns,Dens,P30,0.305577490736439,2.3815
Analisis_Rz.xlsx,Rz,100 ns,Dens,P50,0.5092958178940651,5.656499999999999
Analisis_Rz.xlsx,Rz,100 ns,Dens,P70,0.713014145051691,1.9055
Analisis_Rz.xlsx,Rz,100 ns,Dens,P30,0.305577490736439,2.332
Analisis_Rz.xlsx,Rz,100 ns,Dens,P50,0.5092958178940651,2.4955
Analisis_Rz.xlsx,Rz,100 ns,Dens,P70,0.713014145051691,1.974
Analisis_Rz.xlsx,Rz,150 ns,Solap,P30,80.0,2.992
Analisis_Rz.xlsx,Rz,150 ns,Solap,P50,80.0,2.0315
Analisis_Rz.xlsx,Rz,150 ns,Solap,P70,80.0,2.3345
Analisis_Rz.xlsx,Rz,150 ns,Solap,P30,88.0,2.983
Analisis_Rz.xlsx,Rz,150 ns,Solap,P50,88.0,6.462499999999999
Analisis_Rz.xlsx,Rz,150 ns,Solap,P70,88.0,4.0125
Analisis_Rz.xlsx,Rz,150 ns,Solap,P30,90.0,5.3095
Analisis_Rz.xlsx,Rz,150 ns,Solap,P50,90.0,11.7975
Analisis_Rz.xlsx,Rz,150 ns,Solap,P70,90.0,8.2655
Analisis_Rz.xlsx,Rz,150 ns,Solap,P30,93.33333333333333,2.2305
Analisis_Rz.xlsx,Rz,150 ns,Solap,P50,93.33333333333333,3.0435
Analisis_Rz.xlsx,Rz,150 ns,Solap,P70,93.33333333333333,3.84
Analisis_Rz.xlsx,Rz,150 ns,Solap,P30,94.0,6.463000000000001
Analisis_Rz.xlsx,Rz,150 ns,Solap,P50,94.0,6.720499999999999
Analisis_Rz.xlsx,Rz,150 ns,Solap,P70,94.0,8.7355
Analisis_Rz.xlsx,Rz,150 ns,Solap,P30,96.0,11.882
Analisis_Rz.xlsx,Rz,150 ns,Solap,P50,96.0,22.798
Analisis_Rz.xlsx,Rz,150 ns,Solap,P70,96.0,39.4635
Analisis_Rz.xlsx,Rz,150 ns,Solap,P30,96.0,14.552
Analisis_Rz.xlsx,Rz,150 ns,Solap,P50,96.0,12.538
Analisis_Rz.xlsx,Rz,150 ns,Solap,P70,96.0,20.929
Analisis_Rz.xlsx,Rz,150 ns,Solap,P30,98.0,15.3265
Analisis_Rz.xlsx,Rz,150 ns,Solap,P50,98.0,12.718
Analisis_Rz.xlsx,Rz,150 ns,Solap,P70,98.0,15.257
Analisis_Rz.xlsx,Rz,150 ns,Solap,P30,98.66666666666667,12.6475
Analisis_Rz.xlsx,Rz,150 ns,Solap,P50,98.66666666666667,26.5595
Analisis_Rz.xlsx,Rz,150 ns,Solap,P70,98.66666666666667,23.9985
Analisis_Rz.xlsx,Rz,150 ns,Dens,P30,0.101859163578813,12.6475
Analisis_Rz.xlsx,Rz,150 ns,Dens,P50,0.169765272631355,26.5595
Analisis_Rz.xlsx,Rz,150 ns,Dens,P70,0.237671381683897,23.9985
Analisis_Rz.xlsx,Rz,150 ns,Dens,P30,0.101859163578813,14.552
Analisis_Rz.xlsx,Rz,150 ns,Dens,P50,0.169765272631355,12.538
Analisis_Rz.xlsx,Rz,150 ns,Dens,P70,0.237671381683897,20.929
Analisis_Rz.xlsx,Rz,150 ns,Dens,P30,0.101859163578813,2.2305
Analisis_Rz.xlsx,Rz,150 ns,Dens,P50,0.169765272631355,3.0435
Analisis_Rz.xlsx,Rz,150 ns,Dens,P70,0.237671381683897,3.84
Analisis_Rz.xlsx,Rz,150 ns,Dens,P30,0.1527887453682195,15.3265
Analisis_Rz.xlsx,Rz,150 ns,Dens,P50,0.2546479089470325,12.718
Analisis_Rz.xlsx,Rz,150 ns,Dens,P70,0.3565070725258455,15.257
Analisis_Rz.xlsx,Rz,150 ns,Dens,P30,0.1527887453682195,6.463000000000001
Analisis_Rz.xlsx,Rz,150 ns,Dens,P50,0.2546479089470325,6.720499999999999
Analisis_Rz.xlsx,Rz,150 ns,Dens,P70,0.3565070725258455,8.7355
Analisis_Rz.xlsx,Rz,150 ns,Dens,P30,0.1527887453682195,5.3095
Analisis_Rz.xlsx,Rz,150 ns,Dens,P50,0.2546479089470325,11.7975
Analisis_Rz.xlsx,Rz,150 ns,Dens,P70,0.3565070725258455,8.2655
Analisis_Rz.xlsx,Rz,150 ns,Dens,P30,0.305577490736439,11.882
Analisis_Rz.xlsx,Rz,150 ns,Dens,P50,0.5092958178940651,22.798
Analisis_Rz.xlsx,Rz,150 ns,Dens,P70,0.713014145051691,39.4635
Analisis_Rz.xlsx,Rz,150 ns,Dens,P30,0.305577490736439,2.983
Analisis_Rz.xlsx,Rz,150 ns,Dens,P50,0.5092958178940651,6.462499999999999
Analisis_Rz.xlsx,Rz,150 ns,Dens,P70,0.713014145051691,4.0125
Analisis_Rz.xlsx,Rz,150 ns,Dens,P30,0.305577490736439,2.992
Analisis_Rz.xlsx,Rz,150 ns,Dens,P50,0.5092958178940651,2.0315
Analisis_Rz.xlsx,Rz,150 ns,Dens,P70,0.713014145051691,2.3345
Analisis_Rz.xlsx,Rz,200 ns,Solap,P30,80.0,2.072
Analisis_Rz.xlsx,Rz,200 ns,Solap,P50,80.0,2.2085
Analisis_Rz.xlsx,Rz,200 ns,Solap,P70,80.0,4.884
Analisis_Rz.xlsx,Rz,200 ns,Solap,P30,88.0,5.1
Analisis_Rz.xlsx,Rz,200 ns,Solap,P50,88.0,3.658
Analisis_Rz.xlsx,Rz,200 ns,Solap,P70,88.0,7.561
Analisis_Rz.xlsx,Rz,200 ns,Solap,P30,90.0,8.1135
Analisis_Rz.xlsx,Rz,200 ns,Solap,P50,90.0,2.4875
Analisis_Rz.xlsx,Rz,200 ns,Solap,P70,90.0,6.912
Analisis_Rz.xlsx,Rz,200 ns,Solap,P30,93.33333333333333,11.7925
Analisis_Rz.xlsx,Rz,200 ns,Solap,P50,93.33333333333333,3.891999999999999
Analisis_Rz.xlsx,Rz,200 ns,Solap,P70,93.33333333333333,7.234
Analisis_Rz.xlsx,Rz,200 ns,Solap,P30,94.0,13.7345
Analisis_Rz.xlsx,Rz,200 ns,Solap,P50,94.0,11.88
Analisis_Rz.xlsx,Rz,200 ns,Solap,P70,94.0,9.2685
Analisis_Rz.xlsx,Rz,200 ns,Solap,P30,96.0,16.0225
Analisis_Rz.xlsx,Rz,200 ns,Solap,P50,96.0,37.23
Analisis_Rz.xlsx,Rz,200 ns,Solap,P70,96.0,37.3865
Analisis_Rz.xlsx,Rz,200 ns,Solap,P30,96.0,17.508
Analisis_Rz.xlsx,Rz,200 ns,Solap,P50,96.0,30.6675
Analisis_Rz.xlsx,Rz,200 ns,Solap,P70,96.0,36.9685
Analisis_Rz.xlsx,Rz,200 ns,Solap,P30,98.0,9.0515
Analisis_Rz.xlsx,Rz,200 ns,Solap,P50,98.0,14.181
Analisis_Rz.xlsx,Rz,200 ns,Solap,P70,98.0,31.28
Analisis_Rz.xlsx,Rz,200 ns,Solap,P30,98.66666666666667,14.494
Analisis_Rz.xlsx,Rz,200 ns,Solap,P50,98.66666666666667,22.2695
Analisis_Rz.xlsx,Rz,200 ns,Solap,P70,98.66666666666667,15.3805
Analisis_Rz.xlsx,Rz,200 ns,Dens,P30,0.101859163578813,14.494
Analisis_Rz.xlsx,Rz,200 ns,Dens,P50,0.169765272631355,22.2695
Analisis_Rz.xlsx,Rz,200 ns,Dens,P70,0.237671381683897,15.3805
Analisis_Rz.xlsx,Rz,200 ns,Dens,P30,0.101859163578813,17.508
Analisis_Rz.xlsx,Rz,200 ns,Dens,P50,0.169765272631355,30.6675
Analisis_Rz.xlsx,Rz,200 ns,Dens,P70,0.237671381683897,36.9685
Analisis_Rz.xlsx,Rz,200 ns,Dens,P30,0.101859163578813,11.7925
Analisis_Rz.xlsx,Rz,200 ns,Dens,P50,0.169765272631355,3.891999999999999
Analisis_Rz.xlsx,Rz,200 ns,Dens,P70,0.237671381683897,7.234
Analisis_Rz.xlsx,Rz,200 ns,Dens,P30,0.1527887453682195,9.0515
Analisis_Rz.xlsx,Rz,200 ns,Dens,P50,0.2546479089470325,14.181
Analisis_Rz.xlsx,Rz,200 ns,Dens,P70,0.3565070725258455,31.28
Analisis_Rz.xlsx,Rz,200 ns,Dens,P30,0.1527887453682195,13.7345
Analisis_Rz.xlsx,Rz,200 ns,Dens,P50,0.2546479089470325,11.88
Analisis_Rz.xlsx,Rz,200 ns,Dens,P70,0.3565070725258455,9.2685
Analisis_Rz.xlsx,Rz,200 ns,Dens,P30,0.1527887453682195,8.1135
Analisis_Rz.xlsx,Rz,200 ns,Dens,P50,0.2546479089470325,2.4875
Analisis_Rz.xlsx,Rz,200 ns,Dens,P70,0.3565070725258455,6.912
Analisis_Rz.xlsx,Rz,200 ns,Dens,P30,0.305577490736439,16.0225
Analisis_Rz.xlsx,Rz,200 ns,Dens,P50,0.5092958178940651,37.23
Analisis_Rz.xlsx,Rz,200 ns,Dens,P70,0.713014145051691,37.3865
Analisis_Rz.xlsx,Rz,200 ns,Dens,P30,0.305577490736439,5.1
Analisis_Rz.xlsx,Rz,200 ns,Dens,P50,0.5092958178940651,3.658
Analisis_Rz.xlsx,Rz,200 ns,Dens,P70,0.713014145051691,7.561
Analisis_Rz.xlsx,Rz,200 ns,Dens,P30,0.305577490736439,2.072
Analisis_Rz.xlsx,Rz,200 ns,Dens,P50,0.5092958178940651,2.2085
Analisis_Rz.xlsx,Rz,200 ns,Dens,P70,0.713014145051691,4.884
Analisis_S10z.xlsx,S10z,100 ns,Solap,P30,80.0,5.015000000000001
Analisis_S10z.xlsx,S10z,100 ns,Solap,P50,80.0,13.761
Analisis_S10z.xlsx,S10z,100 ns,Solap,P70,80.0,4.534
Analisis_S10z.xlsx,S10z,100 ns,Solap,P30,88.0,3.904
Analisis_S10z.xlsx,S10z,100 ns,Solap,P50,88.0,20.082
Analisis_S10z.xlsx,S10z,100 ns,Solap,P70,88.0,6.696
Analisis_S10z.xlsx,S10z,100 ns,Solap,P30,90.0,13.9395
Analisis_S10z.xlsx,S10z,100 ns,Solap,P50,90.0,8.0185
Analisis_S10z.xlsx,S10z,100 ns,Solap,P70,90.0,14.2705
Analisis_S10z.xlsx,S10z,100 ns,Solap,P30,93.33333333333333,11.9395
Analisis_S10z.xlsx,S10z,100 ns,Solap,P50,93.33333333333333,23.3835
Analisis_S10z.xlsx,S10z,100 ns,Solap,P70,93.33333333333333,24.8005
Analisis_S10z.xlsx,S10z,100 ns,Solap,P30,94.0,27.1545
Analisis_S10z.xlsx,S10z,100 ns,Solap,P50,94.0,15.816
Analisis_S10z.xlsx,S10z,100 ns,Solap,P70,94.0,24.6975
Analisis_S10z.xlsx,S10z,100 ns,Solap,P30,96.0,29.836
Analisis_S10z.xlsx,S10z,100 ns,Solap,P50,96.0,31.014
Analisis_S10z.xlsx,S10z,100 ns,Solap,P70,96.0,41.0685
Analisis_S10z.xlsx,S10z,100 ns,Solap,P30,96.0,29.0615
Analisis_S10z.xlsx,S10z,100 ns,Solap,P50,96.0,49.5945
Analisis_S10z.xlsx,S10z,100 ns,Solap,P70,96.0,37.5665
Analisis_S10z.xlsx,S10z,100 ns,Solap,P30,98.0,29.028
Analisis_S10z.xlsx,S10z,100 ns,Solap,P50,98.0,54.8005
Analisis_S10z.xlsx,S10z,100 ns,Solap,P70,98.0,39.69750000000001
Analisis_S10z.xlsx,S10z,100 ns,Solap,P30,98.66666666666667,23.219
Analisis_S10z.xlsx,S10z,100 ns,Solap,P50,98.66666666666667,39.068
Analisis_S10z.xlsx,S10z,100 ns,Solap,P70,98.66666666666667,47.623
Analisis_S10z.xlsx,S10z,100 ns,Dens,P30,0.101859163578813,23.219
Analisis_S10z.xlsx,S10z,100 ns,Dens,P50,0.169765272631355,39.068
Analisis_S10z.xlsx,S10z,100 ns,Dens,P70,0.237671381683897,47.623
Analisis_S10z.xlsx,S10z,100 ns,Dens,P30,0.101859163578813,29.0615
Analisis_S10z.xlsx,S10z,100 ns,Dens,P50,0.169765272631355,49.5945
Analisis_S10z.xlsx,S10z,100 ns,Dens,P70,0.237671381683897,37.5665
Analisis_S10z.xlsx,S10z,100 ns,Dens,P30,0.101859163578813,11.9395
Analisis_S10z.xlsx,S10z,100 ns,Dens,P50,0.169765272631355,23.3835
Analisis_S10z.xlsx,S10z,100 ns,Dens,P70,0.237671381683897,24.8005
Analisis_S10z.xlsx,S10z,100 ns,Dens,P30,0.1527887453682195,29.028
Analisis_S10z.xlsx,S10z,100 ns,Dens,P50,0.2546479089470325,54.8005
Analisis_S10z.xlsx,S10z,100 ns,Dens,P70,0.3565070725258455,39.69750000000001
Analisis_S10z.xlsx,S10z,100 ns,Dens,P30,0.1527887453682195,27.1545
Analisis_S10z.xlsx,S10z,100 ns,Dens,P50,0.2546479089470325,15.816
Analisis_S10z.xlsx,S10z,100 ns,Dens,P70,0.3565070725258455,24.6975
Analisis_S10z.xlsx,S10z,100 ns,Dens,P30,0.1527887453682195,13.9395
Analisis_S10z.xlsx,S10z,100 ns,Dens,P50,0.2546479089470325,8.0185
Analisis_S10z.xlsx,S10z,100 ns,Dens,P70,0.3565070725258455,14.2705
Analisis_S10z.xlsx,S10z,100 ns,Dens,P30,0.305577490736439,29.836
Analisis_S10z.xlsx,S10z,100 ns,Dens,P50,0.5092958178940651,31.014
Analisis_S10z.xlsx,S10z,100 ns,Dens,P70,0.713014145051691,41.0685
Analisis_S10z.xlsx,S10z,100 ns,Dens,P30,0.305577490736439,3.904
Analisis_S10z.xlsx,S10z,100 ns,Dens,P50,0.5092958178940651,20.082
Analisis_S10z.xlsx,S10z,100 ns,Dens,P70,0.713014145051691,6.696
Analisis_S10z.xlsx,S10z,100 ns,Dens,P30,0.305577490736439,5.015000000000001
Analisis_S10z.xlsx,S10z,100 ns,Dens,P50,0.5092958178940651,13.761
Analisis_S10z.xlsx,S10z,100 ns,Dens,P70,0.713014145051691,4.534
Analisis_S10z.xlsx,S10z,150 ns,Solap,P30,80.0,5.503
Analisis_S10z.xlsx,S10z,150 ns,Solap,P50,80.0,5.6305
Analisis_S10z.xlsx,S10z,150 ns,Solap,P70,80.0,5.4915
Analisis_S10z.xlsx,S10z,150 ns,Solap,P30,88.0,6.2145
Analisis_S10z.xlsx,S10z,150 ns,Solap,P50,88.0,11.215
Analisis_S10z.xlsx,S10z,150 ns,Solap,P70,88.0,17.1205
Analisis_S10z.xlsx,S10z,150 ns,Solap,P30,90.0,11.81
Analisis_S10z.xlsx,S10z,150 ns,Solap,P50,90.0,22.041
Analisis_S10z.xlsx,S10z,150 ns,Solap,P70,90.0,33.8165
Analisis_S10z.xlsx,S10z,150 ns,Solap,P30,93.33333333333333,11.3085
Analisis_S10z.xlsx,S10z,150 ns,Solap,P50,93.33333333333333,21.8055
Analisis_S10z.xlsx,S10z,150 ns,Solap,P70,93.33333333333333,27.4285
Analisis_S10z.xlsx,S10z,150 ns,Solap,P30,94.0,17.9895
Analisis_S10z.xlsx,S10z,150 ns,Solap,P50,94.0,39.923
Analisis_S10z.xlsx,S10z,150 ns,Solap,P70,94.0,39.0365
Analisis_S10z.xlsx,S10z,150 ns,Solap,P30,96.0,20.4415
Analisis_S10z.xlsx,S10z,150 ns,Solap,P50,96.0,44.717
Analisis_S10z.xlsx,S10z,150 ns,Solap,P70,96.0,63.828
Analisis_S10z.xlsx,S10z,150 ns,Solap,P30,96.0,23.3105
Analisis_S10z.xlsx,S10z,150 ns,Solap,P50,96.0,37.701
Analisis_S10z.xlsx,S10z,150 ns,Solap,P70,96.0,46.5
Analisis_S10z.xlsx,S10z,150 ns,Solap,P30,98.0,30.7655
Analisis_S10z.xlsx,S10z,150 ns,Solap,P50,98.0,28.9365
Analisis_S10z.xlsx,S10z,150 ns,Solap,P70,98.0,34.7025
Analisis_S10z.xlsx,S10z,150 ns,Solap,P30,98.66666666666667,24.0135
Analisis_S10z.xlsx,S10z,150 ns,Solap,P50,98.66666666666667,37.26900000000001
Analisis_S10z.xlsx,S10z,150 ns,Solap,P70,98.66666666666667,73.20781806200303
Analisis_S10z.xlsx,S10z,150 ns,Dens,P30,0.101859163578813,24.0135
Analisis_S10z.xlsx,S10z,150 ns,Dens,P50,0.169765272631355,37.26900000000001
Analisis_S10z.xlsx,S10z,150 ns,Dens,P70,0.237671381683897,73.20781806200303
Analisis_S10z.xlsx,S10z,150 ns,Dens,P30,0.101859163578813,23.3105
Analisis_S10z.xlsx,S10z,150 ns,Dens,P50,0.169765272631355,37.701
Analisis_S10z.xlsx,S10z,150 ns,Dens,P70,0.237671381683897,46.5
Analisis_S10z.xlsx,S10z,150 ns,Dens,P30,0.101859163578813,11.3085
Analisis_S10z.xlsx,S10z,150 ns,Dens,P50,0.169765272631355,21.8055
Analisis_S10z.xlsx,S10z,150 ns,Dens,P70,0.237671381683897,27.4285
Analisis_S10z.xlsx,S10z,150 ns,Dens,P30,0.1527887453682195,30.7655
Analisis_S10z.xlsx,S10z,150 ns,Dens,P50,0.2546479089470325,28.9365
Analisis_S10z.xlsx,S10z,150 ns,Dens,P70,0.3565070725258455,34.7025
Analisis_S10z.xlsx,S10z,150 ns,Dens,P30,0.1527887453682195,17.9895
Analisis_S10z.xlsx,S10z,150 ns,Dens,P50,0.2546479089470325,39.923
Analisis_S10z.xlsx,S10z,150 ns,Dens,P70,0.3565070725258455,39.0365
Analisis_S10z.xlsx,S10z,150 ns,Dens,P30,0.1527887453682195,11.81
Analisis_S10z.xlsx,S10z,150 ns,Dens,P50,0.2546479089470325,22.041
Analisis_S10z.xlsx,S10z,150 ns,Dens,P70,0.3565070725258455,33.8165
Analisis_S10z.xlsx,S10z,150 ns,Dens,P30,0.305577490736439,20.4415
Analisis_S10z.xlsx,S10z,150 ns,Dens,P50,0.5092958178940651,44.717
Analisis_S10z.xlsx,S10z,150 ns,Dens,P70,0.713014145051691,63.828
Analisis_S10z.xlsx,S10z,150 ns,Dens,P30,0.305577490736439,6.2145
Analisis_S10z.xlsx,S10z,150 ns,Dens,P50,0.5092958178940651,11.215
Analisis_S10z.xlsx,S10z,150 ns,Dens,P70,0.713014145051691,17.1205
Analisis_S10z.xlsx,S10z,150 ns,Dens,P30,0.305577490736439,5.503
Analisis_S10z.xlsx,S10z,150 ns,Dens,P50,0.5092958178940651,5.6305
Analisis_S10z.xlsx,S10z,150 ns,Dens,P70,0.713014145051691,5.4915
Analisis_S10z.xlsx,S10z,200 ns,Solap,P30,80.0,6.076000000000001
Analisis_S10z.xlsx,S10z,200 ns,Solap,P50,80.0,6.368
Analisis_S10z.xlsx,S10z,200 ns,Solap,P70,80.0,16.7395
Analisis_S10z.xlsx,S10z,200 ns,Solap,P30,88.0,16.215
Analisis_S10z.xlsx,S10z,200 ns,Solap,P50,88.0,17.391
Analisis_S10z.xlsx,S10z,200 ns,Solap,P70,88.0,30.5985
Analisis_S10z.xlsx,S10z,200 ns,Solap,P30,90.0,14.933
Analisis_S10z.xlsx,S10z,200 ns,Solap,P50,90.0,15.089
Analisis_S10z.xlsx,S10z,200 ns,Solap,P70,90.0,23.4385
Analisis_S10z.xlsx,S10z,200 ns,Solap,P30,93.33333333333333,19.281
Analisis_S10z.xlsx,S10z,200 ns,Solap,P50,93.33333333333333,62.40814908862796
Analisis_S10z.xlsx,S10z,200 ns,Solap,P70,93.33333333333333,28.818
Analisis_S10z.xlsx,S10z,200 ns,Solap,P30,94.0,26.8615
Analisis_S10z.xlsx,S10z,200 ns,Solap,P50,94.0,36.187
Analisis_S10z.xlsx,S10z,200 ns,Solap,P70,94.0,42.8595
Analisis_S10z.xlsx,S10z,200 ns,Solap,P30,96.0,36.8585
Analisis_S10z.xlsx,S10z,200 ns,Solap,P50,96.0,64.67150000000001
Analisis_S10z.xlsx,S10z,200 ns,Solap,P70,96.0,81.87950000000001
Analisis_S10z.xlsx,S10z,200 ns,Solap,P30,96.0,27.1315
Analisis_S10z.xlsx,S10z,200 ns,Solap,P50,96.0,43.814
Analisis_S10z.xlsx,S10z,200 ns,Solap,P70,96.0,59.2915
Analisis_S10z.xlsx,S10z,200 ns,Solap,P30,98.0,18.488
Analisis_S10z.xlsx,S10z,200 ns,Solap,P50,98.0,26.702
Analisis_S10z.xlsx,S10z,200 ns,Solap,P70,98.0,42.51300000000001
Analisis_S10z.xlsx,S10z,200 ns,Solap,P30,98.66666666666667,19.2225
Analisis_S10z.xlsx,S10z,200 ns,Solap,P50,98.66666666666667,39.044
Analisis_S10z.xlsx,S10z,200 ns,Solap,P70,98.66666666666667,34.1135
Analisis_S10z.xlsx,S10z,200 ns,Dens,P30,0.101859163578813,19.2225
Analisis_S10z.xlsx,S10z,200 ns,Dens,P50,0.169765272631355,39.044
Analisis_S10z.xlsx,S10z,200 ns,Dens,P70,0.237671381683897,34.1135
Analisis_S10z.xlsx,S10z,200 ns,Dens,P30,0.101859163578813,27.1315
Analisis_S10z.xlsx,S10z,200 ns,Dens,P50,0.169765272631355,43.814
Analisis_S10z.xlsx,S10z,200 ns,Dens,P70,0.237671381683897,59.2915
Analisis_S10z.xlsx,S10z,200 ns,Dens,P30,0.101859163578813,19.281
Analisis_S10z.xlsx,S10z,200 ns,Dens,P50,0.169765272631355,62.40814908862796
Analisis_S10z.xlsx,S10z,200 ns,Dens,P70,0.237671381683897,28.818
Analisis_S10z.xlsx,S10z,200 ns,Dens,P30,0.1527887453682195,18.488
Analisis_S10z.xlsx,S10z,200 ns,Dens,P50,0.2546479089470325,26.702
Analisis_S10z.xlsx,S10z,200 ns,Dens,P70,0.3565070725258455,42.51300000000001
Analisis_S10z.xlsx,S10z,200 ns,Dens,P30,0.1527887453682195,26.8615
Analisis_S10z.xlsx,S10z,200 ns,Dens,P50,0.2546479089470325,36.187
Analisis_S10z.xlsx,S10z,200 ns,Dens,P70,0.3565070725258455,42.8595
Analisis_S10z.xlsx,S10z,200 ns,Dens,P30,0.1527887453682195,14.933
Analisis_S10z.xlsx,S10z,200 ns,Dens,P50,0.2546479089470325,15.089
Analisis_S10z.xlsx,S10z,200 ns,Dens,P70,0.3565070725258455,23.4385
Analisis_S10z.xlsx,S10z,200 ns,Dens,P30,0.305577490736439,36.8585
Analisis_S10z.xlsx,S10z,200 ns,Dens,P50,0.5092958178940651,64.67150000000001
Analisis_S10z.xlsx,S10z,200 ns,Dens,P70,0.713014145051691,81.87950000000001
Analisis_S10z.xlsx,S10z,200 ns,Dens,P30,0.305577490736439,16.215
Analisis_S10z.xlsx,S10z,200 ns,Dens,P50,0.5092958178940651,17.391
Analisis_S10z.xlsx,S10z,200 ns,Dens,P70,0.713014145051691,30.5985
Analisis_S10z.xlsx,S10z,200 ns,Dens,P30,0.305577490736439,6.076000000000001
Analisis_S10z.xlsx,S10z,200 ns,Dens,P50,0.5092958178940651,6.368
Analisis_S10z.xlsx,S10z,200 ns,Dens,P70,0.713014145051691,16.7395
Analisis_Sa.xlsx,Sa,100 ns,Solap,P30,80.0,0.982
Analisis_Sa.xlsx,Sa,100 ns,Solap,P50,80.0,1.888
Analisis_Sa.xlsx,Sa,100 ns,Solap,P70,80.0,0.719
Analisis_Sa.xlsx,Sa,100 ns,Solap,P30,88.0,0.602
Analisis_Sa.xlsx,Sa,100 ns,Solap,P50,88.0,2.4755
Analisis_Sa.xlsx,Sa,100 ns,Solap,P70,88.0,1.566
Analisis_Sa.xlsx,Sa,100 ns,Solap,P30,90.0,1.5895
